Instance,#Args,#Attacks,AVG DEG,MED DEG,AVG IN,MED IN,AVG OUT,MED OUT
be_8_8_8.tgf,89850,7821941,174.11109627156372,156.0,87.05554813578186,78.0,87.05554813578186,78.0
b_8_8_6.tgf,102200,8293026,162.29013698630138,126.0,81.14506849315069,63.0,81.14506849315069,63.0
be_5_4_10.tgf,10750,788188,146.63962790697676,146.0,73.31981395348838,73.0,73.31981395348838,73.0
e_8_2_9.tgf,76650,6136474,160.11673842139595,154.0,80.05836921069798,77.0,80.05836921069798,77.0
e_7_9_10.tgf,38250,3654720,191.0964705882353,170.0,95.54823529411765,85.0,95.54823529411765,85.0
be_5_4_6.tgf,11000,795420,144.62181818181818,144.0,72.31090909090909,72.0,72.31090909090909,72.0
be_8_8_6.tgf,89950,7853654,174.62265703168427,156.0,87.31132851584213,78.0,87.31132851584213,78.0
e_7_2_8.tgf,38250,3033504,158.61458823529412,154.0,79.30729411764706,77.0,79.30729411764706,77.0
b_10_6_10.tgf,409400,32913621,160.78955056179774,126.0,80.39477528089887,63.0,80.39477528089887,63.0
e_8_6_7.tgf,76650,6978995,182.1003261578604,166.0,91.0501630789302,83.0,91.0501630789302,83.0
e_9_10_10.tgf,153450,16118252,210.0782274356468,180.0,105.0391137178234,90.0,105.0391137178234,90.0
e_8_1_10.tgf,76650,5922011,154.52083496412263,152.0,77.26041748206131,76.0,77.26041748206131,76.0
b_8_8_7.tgf,102200,8291133,162.25309197651663,126.0,81.12654598825831,63.0,81.12654598825831,63.0
be_9_2_9.tgf,179000,12890604,144.02909497206704,142.0,72.01454748603352,71.0,72.01454748603352,71.0
be_7_10_8.tgf,44500,3965655,178.23168539325843,158.0,89.11584269662922,79.0,89.11584269662922,79.0
be_8_2_7.tgf,88950,6362561,143.059269252389,142.0,71.5296346261945,71.0,71.5296346261945,72.0
b_5_10_7.tgf,12600,940174,149.23396825396824,120.0,74.61698412698412,60.0,74.61698412698412,60.0
b_6_8_8.tgf,25400,1905890,150.07007874015747,120.0,75.03503937007874,60.0,75.03503937007874,60.0
b_10_7_10.tgf,409400,34364845,167.87906692721054,130.0,83.93953346360527,65.0,83.93953346360527,65.0
b_5_10_6.tgf,12600,948484,150.55301587301588,122.0,75.27650793650794,61.0,75.27650793650794,60.0
e_7_5_10.tgf,38250,3302548,172.68224836601308,160.0,86.34112418300654,80.0,86.34112418300654,80.0
be_10_7_10.tgf,359050,32397520,180.46244255674696,158.0,90.23122127837348,79.0,90.23122127837348,79.0
b_8_8_10.tgf,102200,8291046,162.25138943248533,126.0,81.12569471624266,63.0,81.12569471624266,63.0
be_10_9_10.tgf,357750,34891790,195.0624178895877,166.0,97.53120894479385,83.0,97.53120894479385,83.0
e_9_4_10.tgf,153450,13368408,174.2379667644184,162.0,87.1189833822092,81.0,87.1189833822092,81.0
e_7_10_7.tgf,38250,3730045,195.03503267973855,172.0,97.51751633986927,86.0,97.51751633986927,86.0
e_5_2_8.tgf,9450,733933,155.32973544973544,152.0,77.66486772486772,76.0,77.66486772486772,76.0
be_6_7_10.tgf,22450,1773458,157.99180400890867,146.0,78.99590200445434,73.0,78.99590200445434,73.0
b_7_4_7.tgf,51000,3497688,137.16423529411765,112.0,68.58211764705882,56.0,68.58211764705882,56.0
b_9_8_6.tgf,204600,17238206,168.50641251221896,130.0,84.25320625610948,65.0,84.25320625610948,65.0
be_9_8_8.tgf,179400,16317052,181.9069342251951,160.0,90.95346711259755,80.0,90.95346711259755,80.0
be_6_2_7.tgf,22300,1550505,139.05874439461883,140.0,69.52937219730941,70.0,69.52937219730941,70.0
b_9_8_10.tgf,204600,17260290,168.72228739002932,130.0,84.36114369501466,65.0,84.36114369501466,65.0
e_5_8_8.tgf,9450,822777,174.1326984126984,162.0,87.0663492063492,81.0,87.0663492063492,81.0
b_9_10_9.tgf,204600,18470119,180.54857282502445,138.0,90.27428641251223,69.0,90.27428641251223,69.0
e_5_2_10.tgf,9450,735161,155.58962962962963,152.0,77.79481481481481,76.0,77.79481481481481,76.0
e_9_10_8.tgf,153450,16274798,212.11857934180514,180.0,106.05928967090257,90.0,106.05928967090257,90.0
be_9_2_10.tgf,178500,12861424,144.10559103641455,144.0,72.05279551820728,72.0,72.05279551820728,72.0
b_6_2_10.tgf,25400,1598795,125.88937007874016,106.0,62.94468503937008,53.0,62.94468503937008,53.0
be_7_6_8.tgf,44400,3557899,160.2657207207207,150.0,80.13286036036035,75.0,80.13286036036035,75.0
be_8_10_7.tgf,89400,8314650,186.01006711409397,162.0,93.00503355704699,81.0,93.00503355704699,81.0
be_7_4_9.tgf,44250,3342587,151.07737853107344,146.0,75.53868926553672,73.0,75.53868926553672,73.0
b_6_10_6.tgf,25400,2000390,157.51102362204725,124.0,78.75551181102362,62.0,78.75551181102362,62.0
e_9_10_6.tgf,153450,16228818,211.5192961876833,180.0,105.75964809384165,90.0,105.75964809384165,90.0
e_8_8_6.tgf,76650,7386762,192.74003913894325,172.0,96.37001956947162,86.0,96.37001956947162,86.0
b_5_6_10.tgf,12600,867435,137.68809523809523,114.0,68.84404761904761,57.0,68.84404761904761,57.0
b_6_8_10.tgf,25400,1907715,150.21377952755907,120.0,75.10688976377953,60.0,75.10688976377953,60.0
e_7_10_9.tgf,38250,3730518,195.05976470588234,172.0,97.52988235294117,86.0,97.52988235294117,86.0
be_7_10_9.tgf,44200,3971098,179.68769230769232,160.0,89.84384615384616,80.0,89.84384615384616,80.0
e_8_4_8.tgf,76650,6558124,171.11869536855838,160.0,85.55934768427919,80.0,85.55934768427919,80.0
b_9_6_10.tgf,204600,15947700,155.89149560117303,122.0,77.94574780058652,61.0,77.94574780058652,61.0
be_8_5_10.tgf,90200,7136858,158.24518847006652,148.0,79.12259423503326,74.0,79.12259423503326,74.0
be_6_10_10.tgf,22050,1908457,173.10267573696146,156.0,86.55133786848073,78.0,86.55133786848073,78.0
e_7_4_9.tgf,38250,3213290,168.0151633986928,158.0,84.0075816993464,79.0,84.0075816993464,79.0
e_5_10_9.tgf,9450,857062,181.38878306878306,166.0,90.69439153439153,83.0,90.69439153439153,83.0
e_8_6_8.tgf,76650,6983843,182.22682322243966,166.0,91.11341161121983,83.0,91.11341161121983,83.0
e_7_6_8.tgf,38250,3389467,177.22703267973856,164.0,88.61351633986928,82.0,88.61351633986928,82.0
be_10_2_10.tgf,358450,26094426,145.5959045892035,144.0,72.79795229460176,72.0,72.79795229460176,72.0
e_7_4_7.tgf,38250,3216605,168.18849673202615,158.0,84.09424836601308,79.0,84.09424836601308,79.0
b_5_10_8.tgf,12600,952459,151.18396825396826,122.0,75.59198412698413,61.0,75.59198412698413,61.0
b_5_10_10.tgf,12600,953850,151.4047619047619,122.0,75.70238095238095,61.0,75.70238095238095,61.0
b_6_2_7.tgf,25400,1601784,126.12472440944882,106.0,63.06236220472441,53.0,63.06236220472441,53.0
be_5_4_9.tgf,10800,789611,146.22425925925927,146.0,73.11212962962964,73.0,73.11212962962964,73.0
be_6_4_10.tgf,22250,1643626,147.7416629213483,144.0,73.87083146067415,72.0,73.87083146067415,72.0
e_8_6_10.tgf,76650,6967472,181.7996607958252,166.0,90.8998303979126,83.0,90.8998303979126,83.0
b_7_1_10.tgf,51000,3132477,122.84223529411764,104.0,61.42111764705882,52.0,61.42111764705882,52.0
be_8_6_8.tgf,89450,7353027,164.40529904974846,152.0,82.20264952487423,76.0,82.20264952487423,76.0
e_6_7_10.tgf,19050,1683689,176.765249343832,162.0,88.382624671916,81.0,88.382624671916,81.0
e_5_8_7.tgf,9450,820453,173.64084656084657,162.0,86.82042328042328,81.0,86.82042328042328,81.0
e_9_9_10.tgf,153450,15694548,204.55585532746824,176.0,102.27792766373412,88.0,102.27792766373412,88.0
be_9_10_6.tgf,179250,17361184,193.7091659693166,164.0,96.8545829846583,82.0,96.8545829846583,82.0
e_9_5_10.tgf,153450,13855337,180.58438579341805,164.0,90.29219289670903,82.0,90.29219289670903,82.0
be_9_9_10.tgf,178950,16829429,188.0908521933501,162.0,94.04542609667504,81.0,94.04542609667504,81.0
be_10_8_10.tgf,359100,33701122,187.69769980506823,162.0,93.84884990253411,81.0,93.84884990253411,81.0
be_8_8_10.tgf,90300,7864157,174.1784496124031,154.0,87.08922480620156,77.0,87.08922480620156,77.0
e_9_3_10.tgf,153450,12873145,167.78292603453895,158.0,83.89146301726947,79.0,83.89146301726947,79.0
be_8_8_9.tgf,89450,7802894,174.46381218557855,156.0,87.23190609278927,78.0,87.23190609278927,78.0
e_5_6_7.tgf,9450,792775,167.78306878306879,158.0,83.89153439153439,79.0,83.89153439153439,79.0
b_5_4_6.tgf,12600,825541,131.03825396825397,110.0,65.51912698412698,55.0,65.51912698412698,55.0
b_7_8_6.tgf,51000,3972935,155.80137254901962,124.0,77.90068627450981,62.0,77.90068627450981,62.0
b_9_4_8.tgf,204600,14666029,143.36294232649072,116.0,71.68147116324536,58.0,71.68147116324536,58.0
e_9_4_9.tgf,153450,13372237,174.28787227109808,162.0,87.14393613554904,81.0,87.14393613554904,81.0
be_5_7_10.tgf,11250,854502,151.91146666666666,142.0,75.95573333333333,71.0,75.95573333333333,71.0
be_7_10_7.tgf,44600,3987697,178.8204932735426,158.0,89.4102466367713,79.0,89.4102466367713,79.0
b_8_3_10.tgf,102200,6889324,134.82043052837574,110.0,67.41021526418787,55.0,67.41021526418787,55.0
b_7_6_9.tgf,51000,3745087,146.8661568627451,118.0,73.43307843137255,59.0,73.43307843137255,59.0
be_6_10_9.tgf,22550,1917725,170.08647450110865,152.0,85.04323725055433,76.0,85.04323725055433,76.0
b_5_8_9.tgf,12600,907740,144.0857142857143,118.0,72.04285714285714,59.0,72.04285714285714,59.0
e_5_4_10.tgf,9450,764417,161.78137566137565,156.0,80.89068783068782,78.0,80.89068783068782,78.0
be_7_8_9.tgf,44850,3794124,169.19170568561873,152.0,84.59585284280936,76.0,84.59585284280936,76.0
be_8_2_6.tgf,88650,6357535,143.43000564015793,144.0,71.71500282007896,72.0,71.71500282007896,72.0
be_7_8_6.tgf,44200,3754541,169.8887330316742,156.0,84.9443665158371,78.0,84.9443665158371,78.0
e_5_7_10.tgf,9450,807940,170.9925925925926,160.0,85.4962962962963,80.0,85.4962962962963,80.0
e_6_3_10.tgf,19050,1533917,161.04115485564304,156.0,80.52057742782152,78.0,80.52057742782152,78.0
b_9_7_10.tgf,204600,16600984,162.27745845552298,126.0,81.13872922776149,63.0,81.13872922776149,63.0
e_6_6_10.tgf,19050,1646142,172.82330708661416,162.0,86.41165354330708,81.0,86.41165354330708,81.0
be_9_8_7.tgf,179750,16256896,180.88340472879,158.0,90.441702364395,79.0,90.441702364395,79.0
b_6_3_10.tgf,25400,1652091,130.08590551181103,108.0,65.04295275590552,54.0,65.04295275590552,54.0
b_7_10_6.tgf,51000,4210328,165.1109019607843,128.0,82.55545098039215,64.0,82.55545098039215,65.0
b_9_2_8.tgf,204600,13378039,130.77261974584556,108.0,65.38630987292278,54.0,65.38630987292278,54.0
e_5_2_6.tgf,9450,734796,155.51238095238097,152.0,77.75619047619048,76.0,77.75619047619048,76.0
be_5_2_7.tgf,10750,756121,140.67367441860466,144.0,70.33683720930233,72.0,70.33683720930233,72.0
be_6_4_7.tgf,22150,1637660,147.86997742663658,144.0,73.93498871331829,72.0,73.93498871331829,72.0
